Date,Close
6/26/2017 16:00:00,123.52
6/27/2017 16:00:00,122.74
6/28/2017 16:00:00,124.81
6/29/2017 16:00:00,121.51
6/30/2017 16:00:00,121.45
7/3/2017 16:00:00,120.78
7/5/2017 16:00:00,121.98
7/6/2017 16:00:00,120.8
7/7/2017 16:00:00,122.2
7/10/2017 16:00:00,122.73
7/11/2017 16:00:00,124.23
7/12/2017 16:00:00,125.28
7/13/2017 16:00:00,125.47
7/14/2017 16:00:00,127.01
7/17/2017 16:00:00,127.43
7/18/2017 16:00:00,127.73
7/19/2017 16:00:00,128.04
7/20/2017 16:00:00,128.47
7/21/2017 16:00:00,129.27
7/24/2017 16:00:00,129.52
7/25/2017 16:00:00,129.98
7/26/2017 16:00:00,130.99
7/27/2017 16:00:00,128.93
7/28/2017 16:00:00,127.91
7/31/2017 16:00:00,127.8
8/1/2017 16:00:00,129.49
8/2/2017 16:00:00,130.61
8/3/2017 16:00:00,129.89
8/4/2017 16:00:00,129.82
8/7/2017 16:00:00,130.38
8/8/2017 16:00:00,129.84
8/9/2017 16:00:00,129.72
8/10/2017 16:00:00,127.67
8/11/2017 16:00:00,128.55
8/14/2017 16:00:00,131.09
8/15/2017 16:00:00,131.58
8/16/2017 16:00:00,132.37
8/17/2017 16:00:00,130.88
8/18/2017 16:00:00,131.14
8/21/2017 16:00:00,131.94
8/22/2017 16:00:00,133.8
8/23/2017 16:00:00,133.07
8/24/2017 16:00:00,132.96
8/25/2017 16:00:00,132.75
8/28/2017 16:00:00,133.85
8/29/2017 16:00:00,133.84
8/30/2017 16:00:00,133.8
8/31/2017 16:00:00,133.3
9/1/2017 16:00:00,133.24
9/5/2017 16:00:00,132.66
9/6/2017 16:00:00,132.89
9/7/2017 16:00:00,136.53
9/8/2017 16:00:00,137.22
9/11/2017 16:00:00,141.99
9/12/2017 16:00:00,142.42
9/13/2017 16:00:00,140.1
9/14/2017 16:00:00,141.47
9/15/2017 16:00:00,141.58
9/18/2017 16:00:00,141.4
9/19/2017 16:00:00,142.49
9/20/2017 16:00:00,142.24
9/21/2017 16:00:00,141.72
9/22/2017 16:00:00,141.89
9/25/2017 16:00:00,138.57
9/26/2017 16:00:00,138.37
9/27/2017 16:00:00,139.67
9/28/2017 16:00:00,140.2
9/29/2017 16:00:00,141.2
10/2/2017 16:00:00,141.82
10/3/2017 16:00:00,143.02
