Date,Close
6/26/2017 16:00:00,200.85
6/27/2017 16:00:00,197.64
6/28/2017 16:00:00,201.76
6/29/2017 16:00:00,203.52
6/30/2017 16:00:00,201.1
7/3/2017 16:00:00,203.39
7/5/2017 16:00:00,205.75
7/6/2017 16:00:00,193.38
7/7/2017 16:00:00,194.04
7/10/2017 16:00:00,194.99
7/11/2017 16:00:00,193.24
7/12/2017 16:00:00,193.75
7/13/2017 16:00:00,194.17
7/14/2017 16:00:00,190.41
7/17/2017 16:00:00,190.45
7/18/2017 16:00:00,192.59
7/19/2017 16:00:00,194.62
7/20/2017 16:00:00,194.68
7/21/2017 16:00:00,194.92
7/24/2017 16:00:00,196.75
7/25/2017 16:00:00,199.48
7/26/2017 16:00:00,205.15
7/27/2017 16:00:00,205.52
7/28/2017 16:00:00,207.84
7/31/2017 16:00:00,202.89
8/1/2017 16:00:00,204.22
8/2/2017 16:00:00,205.57
8/3/2017 16:00:00,205.07
8/4/2017 16:00:00,206.01
8/7/2017 16:00:00,201.89
8/8/2017 16:00:00,197.43
8/9/2017 16:00:00,199.05
8/10/2017 16:00:00,195.41
8/11/2017 16:00:00,192.46
8/14/2017 16:00:00,193.26
8/15/2017 16:00:00,192.49
8/16/2017 16:00:00,192.98
8/17/2017 16:00:00,192.03
8/18/2017 16:00:00,188.71
8/21/2017 16:00:00,191.59
8/22/2017 16:00:00,193.34
8/23/2017 16:00:00,194.09
8/24/2017 16:00:00,190.61
8/25/2017 16:00:00,190.6
8/28/2017 16:00:00,189.92
8/29/2017 16:00:00,188.87
8/30/2017 16:00:00,191.4
8/31/2017 16:00:00,192.95
9/1/2017 16:00:00,188.98
9/5/2017 16:00:00,187.47
9/6/2017 16:00:00,176.58
9/7/2017 16:00:00,176.22
9/8/2017 16:00:00,178.38
9/11/2017 16:00:00,179.81
9/12/2017 16:00:00,180.08
9/13/2017 16:00:00,180.77
9/14/2017 16:00:00,181.21
9/15/2017 16:00:00,179.18
9/18/2017 16:00:00,180.43
9/19/2017 16:00:00,179.98
9/20/2017 16:00:00,181.33
9/21/2017 16:00:00,179.51
9/22/2017 16:00:00,182.5
9/25/2017 16:00:00,178.5
9/26/2017 16:00:00,176.2
9/27/2017 16:00:00,178.85
9/28/2017 16:00:00,182.91
9/29/2017 16:00:00,184.51
10/2/2017 16:00:00,185.79
10/3/2017 16:00:00,185.07
10/4/2017 16:00:00,184.04
10/5/2017 16:00:00,186.64
10/6/2017 16:00:00,187.45
10/9/2017 16:00:00,189.37
10/10/2017 16:00:00,187.65
10/11/2017 16:00:00,191.71
10/12/2017 16:00:00,190.17
10/13/2017 16:00:00,191.28
10/16/2017 16:00:00,192.39
10/17/2017 16:00:00,191.39
10/18/2017 16:00:00,193.48
10/19/2017 16:00:00,188.67
10/20/2017 16:00:00,190.26
10/23/2017 16:00:00,191.24
10/24/2017 16:00:00,190.08
10/25/2017 16:00:00,179.68
10/26/2017 16:00:00,179.43
10/27/2017 16:00:00,175.59
10/30/2017 16:00:00,173.05
10/31/2017 16:00:00,174
11/1/2017 16:00:00,175.73
11/2/2017 16:00:00,176.5
11/3/2017 16:00:00,177
11/6/2017 16:00:00,179.95
11/7/2017 16:00:00,178.01
11/8/2017 16:00:00,178.75
11/9/2017 16:00:00,174.5
11/10/2017 16:00:00,173.49
11/13/2017 16:00:00,174.52
11/14/2017 16:00:00,173.94
11/15/2017 16:00:00,177.82
11/16/2017 16:00:00,176.25
11/17/2017 16:00:00,180.4
11/20/2017 16:00:00,183.29
11/21/2017 16:00:00,188.41
11/22/2017 16:00:00,187.98
11/24/2017 13:00:00,188.47
11/27/2017 16:00:00,188.56
11/28/2017 16:00:00,193.43
11/29/2017 16:00:00,196.04
11/30/2017 16:00:00,195.27
12/1/2017 16:00:00,195.35
12/4/2017 16:00:00,197.19
12/5/2017 16:00:00,196.09
12/6/2017 16:00:00,197.03
12/7/2017 16:00:00,195.6
12/8/2017 16:00:00,196
12/11/2017 16:00:00,196.82
12/12/2017 16:00:00,197.21
12/13/2017 16:00:00,196.25
12/14/2017 16:00:00,195.07
12/15/2017 16:00:00,193.85
12/18/2017 16:00:00,199.36
12/19/2017 16:00:00,202.1
12/20/2017 16:00:00,202.91
12/21/2017 16:00:00,201.72
12/22/2017 16:00:00,201.75
12/26/2017 16:00:00,201.02
12/27/2017 16:00:00,201
12/28/2017 16:00:00,201.81
12/29/2017 16:00:00,201.75
1/2/2018 16:00:00,203.63
1/3/2018 16:00:00,200.94
1/4/2018 16:00:00,206.54
1/5/2018 16:00:00,207.23
1/8/2018 16:00:00,207.41
1/9/2018 16:00:00,204.56
1/10/2018 16:00:00,206.38
1/11/2018 16:00:00,201.52
1/12/2018 16:00:00,203.72
1/16/2018 16:00:00,206.46
1/17/2018 16:00:00,207.37
1/18/2018 16:00:00,207.86
1/19/2018 16:00:00,208.39
1/22/2018 16:00:00,201.26
1/23/2018 16:00:00,195.98
1/24/2018 16:00:00,195.74
1/25/2018 16:00:00,193.58
1/26/2018 16:00:00,193.49
1/29/2018 16:00:00,190.79
1/30/2018 16:00:00,191.85
1/31/2018 16:00:00,196.21
2/1/2018 16:00:00,195.6
2/2/2018 16:00:00,196.29
2/5/2018 16:00:00,197.13
2/6/2018 16:00:00,195.26
2/7/2018 16:00:00,195.01
2/8/2018 16:00:00,189.02
2/9/2018 16:00:00,189.16
2/12/2018 16:00:00,191.5
2/13/2018 16:00:00,193.3
2/14/2018 16:00:00,197.6
2/15/2018 16:00:00,198.9
2/16/2018 16:00:00,201.4
2/20/2018 16:00:00,200.12
2/21/2018 16:00:00,201.99
2/22/2018 16:00:00,199.4
2/23/2018 16:00:00,197.68
2/26/2018 16:00:00,199.67
2/27/2018 16:00:00,201.01
2/28/2018 16:00:00,202.4
3/1/2018 16:00:00,205.6
3/2/2018 16:00:00,202.88
3/5/2018 16:00:00,209.2
3/6/2018 16:00:00,211.47
3/7/2018 16:00:00,212.48
3/8/2018 16:00:00,216.73
3/9/2018 16:00:00,218.88
3/12/2018 16:00:00,223.15
3/13/2018 16:00:00,223.97
3/14/2018 16:00:00,223.57
3/15/2018 16:00:00,224.09
3/16/2018 16:00:00,224.59
3/19/2018 16:00:00,222.75
3/20/2018 16:00:00,224.22
3/21/2018 16:00:00,223.37
3/22/2018 16:00:00,221.24
3/23/2018 16:00:00,219.54
3/26/2018 16:00:00,221.71
3/27/2018 16:00:00,217.28
3/28/2018 16:00:00,212.98
3/29/2018 16:00:00,217.44
4/2/2018 16:00:00,212.27
4/3/2018 16:00:00,213.41
4/4/2018 16:00:00,212.24
4/5/2018 16:00:00,208.44
4/6/2018 16:00:00,206.68
4/9/2018 16:00:00,207.81
4/10/2018 16:00:00,206.38
4/11/2018 16:00:00,205.85
4/12/2018 16:00:00,203.48
4/13/2018 16:00:00,202.07
4/16/2018 16:00:00,204.4
4/17/2018 16:00:00,205.99
4/18/2018 16:00:00,203.09
4/19/2018 16:00:00,202.67
4/20/2018 16:00:00,202.5
4/23/2018 16:00:00,202.06
4/24/2018 16:00:00,200.88
4/25/2018 16:00:00,199.29
4/26/2018 16:00:00,199.48
4/27/2018 16:00:00,199.26
4/30/2018 16:00:00,198.63
5/1/2018 16:00:00,201.52
5/2/2018 16:00:00,202.02
5/3/2018 16:00:00,199
5/4/2018 16:00:00,201.74
5/7/2018 16:00:00,204.02
5/8/2018 16:00:00,203.3
5/9/2018 16:00:00,205.75
5/10/2018 16:00:00,204.61
5/11/2018 16:00:00,205.73
5/14/2018 16:00:00,199.63
5/15/2018 16:00:00,201.32
5/16/2018 16:00:00,202.24
5/17/2018 16:00:00,202.82
5/18/2018 16:00:00,204.72
5/21/2018 16:00:00,210.59
5/22/2018 16:00:00,210.31
5/23/2018 16:00:00,210.01
5/24/2018 16:00:00,211.83
5/25/2018 16:00:00,210.55
5/29/2018 16:00:00,210.94
5/30/2018 16:00:00,216.15
5/31/2018 16:00:00,213.65
6/1/2018 16:00:00,216.85
6/4/2018 16:00:00,217.95
6/5/2018 16:00:00,208.7
