Date,Close
6/26/2017 16:00:00,180.89
6/27/2017 16:00:00,176.36
6/28/2017 16:00:00,181
6/29/2017 16:00:00,176.75
6/30/2017 16:00:00,173.52
7/3/2017 16:00:00,174.13
7/5/2017 16:00:00,174.35
7/6/2017 16:00:00,172.32
7/7/2017 16:00:00,172.11
7/10/2017 16:00:00,169
7/11/2017 16:00:00,173.15
7/12/2017 16:00:00,173.23
7/13/2017 16:00:00,173
7/14/2017 16:00:00,172.33
7/17/2017 16:00:00,171.74
7/18/2017 16:00:00,173.66
7/19/2017 16:00:00,173.88
7/20/2017 16:00:00,171.97
7/21/2017 16:00:00,172.75
7/24/2017 16:00:00,173.99
7/25/2017 16:00:00,173.85
7/26/2017 16:00:00,176.3
7/27/2017 16:00:00,174.33
7/28/2017 16:00:00,174.92
7/31/2017 16:00:00,173.85
8/1/2017 16:00:00,172.3
8/2/2017 16:00:00,197.85
8/3/2017 16:00:00,198.46
8/4/2017 16:00:00,194.47
8/7/2017 16:00:00,199.58
8/8/2017 16:00:00,197.61
8/9/2017 16:00:00,199.23
8/10/2017 16:00:00,194.65
8/11/2017 16:00:00,194.25
8/14/2017 16:00:00,194.8
8/15/2017 16:00:00,193.92
8/16/2017 16:00:00,194.15
8/17/2017 16:00:00,191.2
8/18/2017 16:00:00,189.32
8/21/2017 16:00:00,190.68
8/22/2017 16:00:00,194.76
8/23/2017 16:00:00,193.62
8/24/2017 16:00:00,193.96
8/25/2017 16:00:00,192.19
8/28/2017 16:00:00,197.05
8/29/2017 16:00:00,195.94
8/30/2017 16:00:00,199.74
8/31/2017 16:00:00,204.46
9/1/2017 16:00:00,207.15
9/5/2017 16:00:00,207.22
9/6/2017 16:00:00,207.42
9/7/2017 16:00:00,210.2
9/8/2017 16:00:00,209.68
9/11/2017 16:00:00,212.24
9/12/2017 16:00:00,213.93
9/13/2017 16:00:00,213.43
9/14/2017 16:00:00,211.04
9/15/2017 16:00:00,210.72
9/18/2017 16:00:00,209.4
9/19/2017 16:00:00,204.95
9/20/2017 16:00:00,203.09
9/21/2017 16:00:00,200.24
9/22/2017 16:00:00,201.41
9/25/2017 16:00:00,201.38
9/26/2017 16:00:00,198.44
9/27/2017 16:00:00,197.76
9/28/2017 16:00:00,199
9/29/2017 16:00:00,199.2
10/2/2017 16:00:00,202.23
10/3/2017 16:00:00,202.46
10/4/2017 16:00:00,205.77
10/5/2017 16:00:00,205.78
10/6/2017 16:00:00,204.18
10/9/2017 16:00:00,203.27
10/10/2017 16:00:00,204.15
10/11/2017 16:00:00,206.69
10/12/2017 16:00:00,208.24
10/13/2017 16:00:00,206.92
10/16/2017 16:00:00,206.23
10/17/2017 16:00:00,206.48
10/18/2017 16:00:00,205.62
10/19/2017 16:00:00,205.18
10/20/2017 16:00:00,209.88
10/23/2017 16:00:00,211.55
10/24/2017 16:00:00,210.82
10/25/2017 16:00:00,204.85
10/26/2017 16:00:00,208.31
10/27/2017 16:00:00,210.04
10/30/2017 16:00:00,203.81
10/31/2017 16:00:00,205.19
11/1/2017 16:00:00,207.74
11/2/2017 16:00:00,208.82
11/3/2017 16:00:00,213.99
11/6/2017 16:00:00,209.19
11/7/2017 16:00:00,211.74
11/8/2017 16:00:00,211.2
11/9/2017 16:00:00,209.61
11/10/2017 16:00:00,208.94
11/13/2017 16:00:00,209.14
11/14/2017 16:00:00,206.05
11/15/2017 16:00:00,205.42
11/16/2017 16:00:00,208.51
11/17/2017 16:00:00,209.02
11/20/2017 16:00:00,210.67
11/21/2017 16:00:00,212.05
11/22/2017 16:00:00,215.35
11/24/2017 13:00:00,214.86
11/27/2017 16:00:00,223.84
11/28/2017 16:00:00,226.28
11/29/2017 16:00:00,227.48
11/30/2017 16:00:00,230.03
12/1/2017 16:00:00,225.24
12/4/2017 16:00:00,213.45
12/5/2017 16:00:00,211.06
12/6/2017 16:00:00,213.98
12/7/2017 16:00:00,214.67
12/8/2017 16:00:00,217.65
12/11/2017 16:00:00,214.11
12/12/2017 16:00:00,212.64
12/13/2017 16:00:00,214.55
12/14/2017 16:00:00,210.85
12/15/2017 16:00:00,216.55
12/18/2017 16:00:00,217.29
12/19/2017 16:00:00,214.74
12/20/2017 16:00:00,216.44
12/21/2017 16:00:00,214.57
12/22/2017 16:00:00,215.72
12/26/2017 16:00:00,214.21
12/27/2017 16:00:00,215.46
12/28/2017 16:00:00,217.52
12/29/2017 16:00:00,218.49
1/2/2018 16:00:00,224.03
1/3/2018 16:00:00,230.32
1/4/2018 16:00:00,232.99
1/5/2018 16:00:00,228.17
1/8/2018 16:00:00,227.06
1/9/2018 16:00:00,242.8
1/10/2018 16:00:00,242.59
1/11/2018 16:00:00,240.04
1/12/2018 16:00:00,244.72
1/16/2018 16:00:00,241.42
1/17/2018 16:00:00,242.05
1/18/2018 16:00:00,241.31
1/19/2018 16:00:00,243.55
1/22/2018 16:00:00,245.19
1/23/2018 16:00:00,242.94
1/24/2018 16:00:00,242.49
1/25/2018 16:00:00,243.39
1/26/2018 16:00:00,244.83
1/29/2018 16:00:00,241.78
1/30/2018 16:00:00,241.18
1/31/2018 16:00:00,232.64
2/1/2018 16:00:00,230.29
2/2/2018 16:00:00,220.18
2/5/2018 16:00:00,213
2/6/2018 16:00:00,220.8
2/7/2018 16:00:00,221.2
2/8/2018 16:00:00,209.54
2/9/2018 16:00:00,217.19
2/12/2018 16:00:00,221.03
2/13/2018 16:00:00,220.44
2/14/2018 16:00:00,223.11
2/15/2018 16:00:00,229.13
2/16/2018 16:00:00,229.2
2/20/2018 16:00:00,226.57
2/21/2018 16:00:00,227.91
2/22/2018 16:00:00,226.74
2/23/2018 16:00:00,233.84
2/26/2018 16:00:00,233.43
2/27/2018 16:00:00,229.73
2/28/2018 16:00:00,228.02
3/1/2018 16:00:00,224.54
3/2/2018 16:00:00,229.19
3/5/2018 16:00:00,230.88
3/6/2018 16:00:00,235.76
3/7/2018 16:00:00,241.2
3/8/2018 16:00:00,243.52
3/9/2018 16:00:00,250.12
3/12/2018 16:00:00,253.17
3/13/2018 16:00:00,253.54
3/14/2018 16:00:00,251.79
3/15/2018 16:00:00,251.61
3/16/2018 16:00:00,253.91
3/19/2018 16:00:00,248.73
3/20/2018 16:00:00,252.65
3/21/2018 16:00:00,246.84
3/22/2018 16:00:00,241.12
3/23/2018 16:00:00,235.36
3/26/2018 16:00:00,242.28
3/27/2018 16:00:00,237.37
3/28/2018 16:00:00,234.99
3/29/2018 16:00:00,236.42
4/2/2018 16:00:00,229.93
4/3/2018 16:00:00,229.94
4/4/2018 16:00:00,237.77
4/5/2018 16:00:00,236.37
4/6/2018 16:00:00,228.17
4/9/2018 16:00:00,230.18
4/10/2018 16:00:00,238.92
4/11/2018 16:00:00,237.67
4/12/2018 16:00:00,242.09
4/13/2018 16:00:00,241.44
4/16/2018 16:00:00,245.19
4/17/2018 16:00:00,248.48
4/18/2018 16:00:00,250
4/19/2018 16:00:00,245.84
4/20/2018 16:00:00,244.6
4/23/2018 16:00:00,245.85
4/24/2018 16:00:00,238.5
4/25/2018 16:00:00,231.19
4/26/2018 16:00:00,242.63
4/27/2018 16:00:00,244.45
4/30/2018 16:00:00,240.93
5/1/2018 16:00:00,242.99
5/2/2018 16:00:00,240.5
5/3/2018 16:00:00,239.93
5/4/2018 16:00:00,244.82
5/7/2018 16:00:00,256.89
5/8/2018 16:00:00,256.1
5/9/2018 16:00:00,262.52
5/10/2018 16:00:00,264.98
5/11/2018 16:00:00,266.99
5/14/2018 16:00:00,269.44
5/15/2018 16:00:00,263.75
5/16/2018 16:00:00,268.84
5/17/2018 16:00:00,268.45
5/18/2018 16:00:00,269.67
5/21/2018 16:00:00,268.29
5/22/2018 16:00:00,270.8
5/23/2018 16:00:00,271.73
5/24/2018 16:00:00,270.83
5/25/2018 16:00:00,266.22
5/29/2018 16:00:00,266.32
5/30/2018 16:00:00,272.39
5/31/2018 16:00:00,272.44
6/1/2018 16:00:00,276.33
6/4/2018 16:00:00,280.26
6/5/2018 16:00:00,279.1
6/6/2018 16:00:00,285.25
6/7/2018 16:00:00,280.71
6/8/2018 16:00:00,282.03
6/11/2018 16:00:00,284.13
6/12/2018 16:00:00,292.07
6/13/2018 16:00:00,287.24
6/14/2018 16:00:00,290.16
6/15/2018 16:00:00,288.75
6/18/2018 16:00:00,288.85
6/19/2018 16:00:00,285.74
6/20/2018 16:00:00,285.74
6/21/2018 16:00:00,286.05
6/22/2018 16:00:00,282.65
6/25/2018 16:00:00,274.46
6/26/2018 16:00:00,275.51
6/27/2018 16:00:00,270.58
6/28/2018 16:00:00,275.54
6/29/2018 16:00:00,279.29
7/2/2018 16:00:00,279.04
7/3/2018 13:00:00,280.77
7/5/2018 16:00:00,280.49
7/6/2018 16:00:00,286.13
7/9/2018 16:00:00,288.76
7/10/2018 16:00:00,291.44
7/11/2018 16:00:00,294.56
7/12/2018 16:00:00,304.69
7/13/2018 16:00:00,306.99
7/16/2018 16:00:00,301.99
7/17/2018 16:00:00,305.49
7/18/2018 16:00:00,307.28
7/19/2018 16:00:00,309.1
7/20/2018 16:00:00,311.15
7/23/2018 16:00:00,311.04
7/24/2018 16:00:00,308.64
7/25/2018 16:00:00,315.83
7/26/2018 16:00:00,311.59
7/27/2018 16:00:00,301.15
7/30/2018 16:00:00,289.24
7/31/2018 16:00:00,324.36
8/1/2018 16:00:00,323.23
8/2/2018 16:00:00,332.5
8/3/2018 16:00:00,332.49
8/6/2018 16:00:00,332.36
8/7/2018 16:00:00,337.16
8/8/2018 16:00:00,338.1
8/9/2018 16:00:00,333.5
8/10/2018 16:00:00,330.25
8/13/2018 16:00:00,327.3
8/14/2018 16:00:00,330.17
8/15/2018 16:00:00,327.82
8/16/2018 16:00:00,326.98
8/17/2018 16:00:00,325.88
8/20/2018 16:00:00,325.99
8/21/2018 16:00:00,331.44
8/22/2018 16:00:00,335.78
8/23/2018 16:00:00,335.72
8/24/2018 16:00:00,340.6
8/27/2018 16:00:00,345.12
8/28/2018 16:00:00,344.76
8/29/2018 16:00:00,350.63
8/30/2018 16:00:00,353.01
8/31/2018 16:00:00,354.83
9/4/2018 16:00:00,353.01
9/5/2018 16:00:00,346.35
9/6/2018 16:00:00,348.29
9/7/2018 16:00:00,345.04
9/10/2018 16:00:00,349.37
9/11/2018 16:00:00,352.32
9/12/2018 16:00:00,349.82
9/13/2018 16:00:00,355.91
9/14/2018 16:00:00,353.12
9/17/2018 16:00:00,347.22
9/18/2018 16:00:00,350.88
9/19/2018 16:00:00,350.37
9/20/2018 16:00:00,356.32
9/21/2018 16:00:00,358.16
9/24/2018 16:00:00,358.25
9/25/2018 16:00:00,359.01
9/26/2018 16:00:00,361.45
9/27/2018 16:00:00,366.98
9/28/2018 16:00:00,367.06
10/1/2018 16:00:00,366.54
10/2/2018 16:00:00,362.14
10/3/2018 16:00:00,359.6
10/4/2018 16:00:00,344.71
10/5/2018 16:00:00,329.52
10/8/2018 16:00:00,325.89
10/9/2018 16:00:00,323.74
10/10/2018 16:00:00,304.76
10/11/2018 16:00:00,307.45
10/12/2018 16:00:00,321.69
10/15/2018 16:00:00,313.41
10/16/2018 16:00:00,326.58
10/17/2018 16:00:00,328.96
